﻿,1
положительный,1
идеал,1
а,92
лирика,4
со,19
слегка,1
ироническим,1
оттенком,1
конечно,4
возможна,1
разрывы,2
бомб,2
в,683
далеком,2
вьетнаме,2
аукнуться,1
здесь,23
уродством,2
лиц,2
зданий,2
вещей,4
сейчас,8
эти,21
строки,21
к,117
сожалению,4
стали,3
еще,32
более,11
актуальными,1
взрывная,1
волна,2
доходила,1
тогда,11
издалека,1
теперь,1
она,45
гдето,8
совсем,4
за,67
стеной,1
у,39
меня,27
есть,19
стихотворение,27
которое,4
называется,2
время,25
воздух,7
все,89
густеет,3
и,506
превращается,4
в,683
свинец,3
вы,23
эстонец,1
и,506
видимо,4
очень,27
тяжело,1
переживали,1
отделение,2
прибалтийских,1
государств,1
от,64
россии,9
одно,13
из,80
стихотворений,8
того,13
периода,2
звучит,2
так,51
мою,8
маму,3
я,157
на,244
земле,7
уже,18
никогда,6
не,227
встречу,2
какие,13
страшные,2
слова,18
за,67
крепким,3
замком,3
границы,3
мне,48
говорили,1
что,134
мои,11
верлибры,4
это,80
сплав,1
трех,7
начал,3
трех,7
культур,1
помимо,3
русской,10
и,506
эстонской,8
это,80
еще,32
японская,1
поэзия,21
хокку,1
и,506
танка,2
там,8
многое,3
дается,1
штрихом,1
одной,8
деталью,2
но,81
эта,11
деталь,1
которая,12
может,18
заполнить,2
весь,16
мир,18
и,506
даже,18
выйти,3
за,67
его,69
пределы,2
я,157
тоже,11
по,73
возможности,3
стремлюсь,1
к,117
тому,7
же,53
кроме,6
того,13
стихотворения,26
в,683
японской,1
поэзии,37
камушки,1
из,80
которых,12
складывается,1
мозаика,1
какоето,1
большее,1
единство,2
философия,1
это,80
тоже,11
мне,48
очень,27
близко,1
из,80
японских,2
поэтов,17
наибольшее,1
влияние,3
оказал,2
на,244
меня,27
басе,1
одно,13
время,25
его,69
томик,1
был,18
моей,7
настольной,2
книгой,1
из,80
русских,1
писателей,3
это,80
прежде,11
всего,28
чехов,1
и,506
лев,1
толстой,1
но,81
в,683
последнее,2
время,25
я,157
все,89
больше,20
прихожу,1
к,117
позднему,1
пушкину,2
а,92
на,244
эстонской,8
культуре,2
я,157
вырос,1
и,506
самое,3
сильное,1
влияние,3
на,244
меня,27
оказал,2
антон,2
тамсааре,1
это,80
действительно,7
великий,2
писатель,5
я,157
думаю,8
он,61
по,73
уровню,1
не,227
ниже,2
голсуорси,1
например,4
к,117
сожалению,4
он,61
очень,27
плохо,1
переведен,1
на,244
русский,5
язык,4
кроме,6
того,13
он,61
влюблен,2
в,683
землю,7
земледельческий,1
труд,2
а,92
эта,11
тема,2
в,683
россии,9
близка,1
очень,27
немногим,1
поэтому,10
он,61
не,227
получил,2
здесь,23
такого,4
звучания,1
какое,1
мог,2
бы,48
как,135
вы,23
считаете,1
существует,3
принципиальная,1
возможность,1
перевода,1
поэзии,37
на,244
другие,2
языки,3
это,80
квадратура,1
круга,2
иногда,11
то,40
что,134
поэтично,1
на,244
одном,3
языке,3
мало,9
выразительно,1
на,244
другом,2
поэтому,10
переводчик,1
как,135
стеклодув,1
должен,3
наполнить,2
стихи,36
своим,10
дыханием,3
в,683
россии,9
традиционно,1
рассматривают,1
творчество,3
поэта,35
в,683
контексте,1
его,69
судьбы,4
вы,23
тоже,11
писали,1
об,5
этом,16
я,157
и,506
сам,12
не,227
знаю,11
как,135
меня,27
парня,6
из,80
эстонской,8
глуши,5
настигла,7
судьба,17
русского,19
поэта,35
вытекающими,4
последствиями,4
поэт,19
живет,5
по,73
иным,1
законам,2
он,61
прежде,11
всего,28
должен,3
быть,12
ориентирован,1
на,244
высокие,2
эстетические,1
идеалы,1
поэтому,10
он,61
так,51
или,39
иначе,2
приходит,4
к,117
конфликту,1
с,159
действительностью,1
и,506
каждый,5
поэт,19
этот,10
конфликт,1
разрешает,1
посвоему,1
а,92
в,683
россии,9
кроме,6
того,13
всегда,14
было,42
еще,32
много,16
политических,1
причин,2
которые,13
осложняли,1
жизнь,18
есть,19
судьбы,4
которые,13
складываются,1
удачно,1
но,81
удачная,1
судьба,17
тоже,11
содержит,3
некоторые,9
коварные,1
моменты,1
поэтому,10
такой,11
взлет,1
как,135
например,4
у,39
евтушенко,1
таит,1
в,683
себе,26
и,506
будущий,1
внутренний,3
поэтический,3
крах,1
в,683
принципе,2
за,67
каждое,2
по,73
настоящему,1
хорошее,1
стихотворение,27
приходится,3
страдать,1
до,20
или,39
после,17
у,39
уитмена,2
есть,19
мысль,7
о,92
том,19
что,134
нужно,18
любить,2
землю,7
солнце,20
людей,13
и,506
сомневаться,1
в,683
том,19
что,134
вам,8
говорят,2
в,683
школе,1
в,683
газетах,1
и,506
тогда,11
вы,23
сами,4
превращаетесь,1
в,683
лучшее,3
в,683
мире,7
произведение,2
